scope_key,region,delay,universe,dataset_id,dataset_name,dataset_category,field_count,coverage,date_coverage,value_score,pyramid_multiplier,date_updated,variant_id,variant_evidence
EUR_D1_TOP1200,EUR,1,TOP1200,predictive_starmine,Predictive Analyst-Company Signal Set,Model,638,0.798,1.0,5.0,1.4,2026-03-01,predictive_starmine__fc638,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP1200,EUR,1,TOP1200,price_signal_dl,Deep Learning Price Signal Dataset,Model,28,0.9729,0.9507,6.0,1.4,2026-03-01,price_signal_dl__fc28,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP1200,EUR,1,TOP1200,pv1,Price Volume Data for Equity,Price Volume,24,1.0,1.0,1.0,1.1,2026-04-01,pv1__fc24,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP1200,EUR,1,TOP1200,pv103,Interval and MOO&MOC statistics,Price Volume,9,0.9831,0.9507,2.0,1.1,2025-10-01,pv103__fc9,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP1200,EUR,1,TOP1200,pv106,Microstructure Spread Data,Price Volume,15,1.0,0.9507,2.0,1.1,2025-11-01,pv106__fc15,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP1200,EUR,1,TOP1200,pv109,Bond Yield Data,Price Volume,25,0.4397,1.0,4.0,1.1,2025-10-01,pv109__fc25,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP1200,EUR,1,TOP1200,pv13,Relationship Data for Equity,Price Volume,73,0.6607,1.0,2.0,1.1,2025-11-01,pv13__fc73,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP1200,EUR,1,TOP1200,pv149,Holidays and Trading Hours Calendar,Price Volume,1,1.0,0.9507,5.0,1.1,2025-10-01,pv149__fc1,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP1200,EUR,1,TOP1200,pv17,Intermediate Cluster Groups,Price Volume,3,1.0,0.9507,1.0,1.1,2022-08-01,pv17__fc3,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP1200,EUR,1,TOP1200,pv173,Corporate Bond Pricing Data,Price Volume,105,0.3348,1.0,4.0,1.1,2026-03-01,pv173__fc105,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP1200,EUR,1,TOP1200,pv20,Daily Spot and Cross Rate Data,Price Volume,1475,0.6915,1.0,2.0,1.1,2026-04-01,pv20__fc1475,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP1200,EUR,1,TOP1200,pv29,Derived Industry Classification,Price Volume,80,0.5633,0.9507,1.0,1.1,2025-10-01,pv29__fc80,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP1200,EUR,1,TOP1200,pv30,Alternate Industry Classification,Price Volume,558,0.8222,0.9507,2.0,1.1,2025-11-01,pv30__fc558,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP1200,EUR,1,TOP1200,pv37,Equity Interval Data,Price Volume,251,1.0,1.0,1.0,1.1,2023-11-01,pv37__fc251,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP1200,EUR,1,TOP1200,pv47,Specific Return Dataset,Price Volume,2,1.0,0.9507,1.0,1.1,2025-11-01,pv47__fc2,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP1200,EUR,1,TOP1200,pv87,Aggregated dataset,Price Volume,1649,0.5,1.0,2.0,1.1,2023-07-01,pv87__fc1649,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP1200,EUR,1,TOP1200,quant_factor_lib,Multi-Domain Quantitative Factor Library,Model,126,0.5117,1.0,7.0,1.4,2026-03-01,quant_factor_lib__fc126,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP1200,EUR,1,TOP1200,risk60,Securities Lending Insight Data,Risk,5,0.8168,0.9507,1.0,1.0,2026-03-01,risk60__fc5,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP1200,EUR,1,TOP1200,risk62,Beta Risk Factors,Risk,233,0.9974,0.9507,1.0,1.0,2022-09-01,risk62__fc233,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP1200,EUR,1,TOP1200,risk68,Forecast Data,Risk,5,1.0,0.9507,2.0,1.0,2022-09-01,risk68__fc5,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP1200,EUR,1,TOP1200,risk70,Multi-Factor Model,Risk,87,0.9817,1.0,1.0,1.0,2025-11-01,risk70__fc87,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP1200,EUR,1,TOP1200,risk72,Specific return of extended factors,Risk,40,0.6023,1.0,2.0,1.0,2026-03-01,risk72__fc40,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP1200,EUR,1,TOP1200,search_interest,Rapid Search Interest Signals,Other,5,0.7815,1.0,4.0,1.6,2025-11-01,search_interest__fc5,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP1200,EUR,1,TOP1200,sentiment21,AI Sentiment Score Data,Sentiment,210,0.9659,1.0,3.0,1.4,2025-11-01,sentiment21__fc210,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP1200,EUR,1,TOP1200,sentiment26,Website Popularity Ranking Dataset,Sentiment,19,0.7528,0.7202,3.0,1.4,2025-07-01,sentiment26__fc19,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP1200,EUR,1,TOP1200,sentiment27,Website Popularity Rankings,Sentiment,30,0.9427,1.0,2.0,1.4,2026-03-01,sentiment27__fc30,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP1200,EUR,1,TOP1200,sentiment7,Webpage Views  Data,Sentiment,24,0.0625,1.0,3.0,1.4,2026-03-01,sentiment7__fc24,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP1200,EUR,1,TOP1200,shortinterest7,Short Selling Model,Model,16,1.0,1.0,3.0,1.4,2022-07-01,shortinterest7__fc16,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP1200,EUR,1,TOP1200,socialmedia12,Sentiment Data for Equity,Social Media,6,0.7836,0.9507,1.0,1.2,2025-11-01,socialmedia12__fc6,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP1200,EUR,1,TOP1200,stock_alpha_model,Global Stock Selection Alpha Model,Model,9,0.5545,0.9507,4.0,1.4,2026-03-01,stock_alpha_model__fc9,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP1200,EUR,1,TOP1200,stock_cluster_dl,Deep Learning Stock Clusters,Other,5,0.4563,0.9507,7.0,1.6,2026-03-01,stock_cluster_dl__fc5,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP1200,EUR,1,TOP1200,stock_search_trends,US Stock Search Trend Matrix,Other,6,0.5401,0.9507,6.0,1.6,2026-03-01,stock_search_trends__fc6,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP1200,EUR,1,TOP1200,techindi_model,Deep Learning Technical Indicator Returns,Other,798,0.9999,0.9507,4.0,1.6,2026-03-01,techindi_model__fc798,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP1200,EUR,1,TOP1200,univ1,Universe Dataset,Price Volume,6,1.0,1.0,5.0,1.1,2026-03-01,univ1__fc6,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP1200,EUR,1,TOP1200,univ2,Universe Dataset,Price Volume,1,0.67,,5.0,1.1,2024-06-01,univ2__fc1,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP1200,EUR,1,TOP1200,workforce_flow_skills,Global Workforce Flow and Skills Analytics,Other,33,0.2456,0.9507,7.0,1.6,2026-03-01,workforce_flow_skills__fc33,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,acquisition_model,Corporate Acquisition Likelihood Model,Other,15,0.7484,0.9507,6.0,1.6,2026-03-01,acquisition_model__fc15,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,ai_equity_alpha,AI Equity Alpha Forecasts,Model,582,0.8601,0.9507,6.0,1.4,2026-02-01,ai_equity_alpha__fc582,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,ai_factor_transfer,AI Enhanced Equity Factor Transfer,Model,20,1.0,0.9507,5.0,1.4,2026-03-01,ai_factor_transfer__fc20,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,ai_news_scores,AI News Sentiment Scores,Other,105,0.7924,0.9001,6.0,1.6,2026-03-01,ai_news_scores__fc105,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,analyst10,Performance-Weighted Analyst Estimates,Analyst,961,0.7695,1.0,2.0,1.4,2026-04-01,analyst10__fc961,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,analyst11,ESG scores,Analyst,445,0.8489,1.0,3.0,1.4,2025-11-01,analyst11__fc445,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,analyst14,Estimations of Key Fundamentals,Analyst,121,0.5,1.0,1.0,1.4,2022-05-01,analyst14__fc121,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,analyst15,Earnings forecasts,Analyst,1744,0.511,1.0,2.0,1.4,2026-03-01,analyst15__fc1744,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,analyst16,Real Time Estimates,Analyst,137,0.8471,1.0,2.0,1.4,2026-03-01,analyst16__fc137,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,analyst35,ESG Model,Analyst,23,0.7582,0.9507,4.0,1.4,2022-10-01,analyst35__fc23,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,analyst4,Analyst Estimate Data for Equity,Analyst,776,0.6638,1.0,1.0,1.4,2026-03-01,analyst4__fc776,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,analyst45,Analyst Trade Ideas,Analyst,61,1.0,0.9507,2.0,1.4,2025-10-01,analyst45__fc61,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,analyst69,Fundamental Analyst Estimates,Analyst,813,0.648,1.0,1.0,1.4,2026-03-01,analyst69__fc813,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,analyst7,Broker Estimates,Analyst,1111,0.5,1.0,1.0,1.4,2022-09-01,analyst7__fc1111,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,analyst8,Daily Split Data,Analyst,18,0.8835,1.0,2.0,1.4,2026-03-01,analyst8__fc18,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,analyst82,Analyst estimate prediction data,Analyst,70,0.6986,,3.0,1.4,2024-10-01,analyst82__fc70,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,analyst_base_ref,Analyst Estimates Base Reference,Analyst,17,0.5523,1.0,5.0,1.4,2026-03-01,analyst_base_ref__fc17,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,analyst_consensus,Standardized Analyst Consensus Forecasts,Analyst,1929,0.7027,1.0,5.0,1.4,2026-03-01,analyst_consensus__fc1929,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,analyst_earnings_ibes,Global Analyst Earnings Forecasts,Model,42,0.9976,0.9507,6.0,1.4,2026-03-01,analyst_earnings_ibes__fc42,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,analyst_factor_signals,Global Analyst Factor Signals,Analyst,108,0.5458,0.9507,5.0,1.4,2026-03-01,analyst_factor_signals__fc108,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,analyst_revision_horizons,Multi Horizon Analyst Revision Signals,Model,1089,0.6885,1.0,7.0,1.4,2026-03-01,analyst_revision_horizons__fc1089,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,behavioral_signals,Behavioral Finance Signal Factors,Model,7,0.557,0.9507,7.0,1.4,2026-03-01,behavioral_signals__fc7,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,chart_cnn_alpha,Deep Learning Chart-Based Alpha,Model,122,0.6916,1.0,6.0,1.4,2026-03-01,chart_cnn_alpha__fc122,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,continuation_score,Price Chart Continuation Pattern Similarity,Price Volume,560,0.9924,1.0,6.0,1.1,2026-03-01,continuation_score__fc560,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,digital_ad_spend,Digital Advertising Spend Intelligence,Fundamental,6,0.1725,0.9507,6.0,1.1,2026-03-01,digital_ad_spend__fc6,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,dl_riskfree_returns,Deep Learning Risk Free Returns,Other,133,0.9429,0.9507,5.0,1.6,2026-03-01,dl_riskfree_returns__fc133,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,earnings11,Earnings Call Transcript Data,Earnings,35,0.6811,0.9507,2.0,1.2,2025-10-01,earnings11__fc35,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,earnings3,Earnings Date Data,Earnings,4,0.8753,0.9507,1.0,1.2,2022-10-01,earnings3__fc4,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,earnings6,International Findings Data,Earnings,66,0.8203,0.6624,1.0,1.2,2025-11-01,earnings6__fc66,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,earnings_sent_matrix,Global Earnings Call Sentiment Matrix,Earnings,7,0.5062,1.0,3.0,1.2,2026-03-01,earnings_sent_matrix__fc7,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,earningscall_sentiment,Multi Aspect Earnings Call Sentiment,Other,167,0.5061,0.9507,3.0,1.6,2025-11-01,earningscall_sentiment__fc167,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,equity_conc_metrics,Equity Market Concentration Metrics,Other,18,0.1965,0.626,7.0,1.6,2026-03-01,equity_conc_metrics__fc18,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,equity_forum_data,International Equity Forum Activity,Other,8,0.406,0.9507,7.0,1.6,2026-03-01,equity_forum_data__fc8,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,euro_equity_imbalance,European Equity Trading Imbalance Indicators,Other,31,0.3089,0.9507,5.0,1.6,2026-03-01,euro_equity_imbalance__fc31,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,event_relation,Text-Based Event Relationship Analysis,Other,12,0.5769,0.9507,7.0,1.6,2026-04-01,event_relation__fc12,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,event_sentiment_signals,Corporate Event Sentiment Signals,Other,26,0.3567,0.9507,6.0,1.6,2026-03-01,event_sentiment_signals__fc26,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,event_stock_model,Corporate Event Driven Stock Model,Model,3,0.5463,0.9507,6.0,1.4,2026-03-01,event_stock_model__fc3,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,fund_holdings_panel,Global Institutional Fund Holdings,Institutions,30,0.8805,0.8992,5.0,1.2,2026-03-01,fund_holdings_panel__fc30,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,fundamental1,Management and Executive Data,Fundamental,183,0.5096,0.9507,4.0,1.1,2025-10-01,fundamental1__fc183,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,fundamental17,Direct Fundamental Data,Fundamental,523,0.7054,1.0,1.0,1.1,2025-11-01,fundamental17__fc523,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,fundamental21,ESG Scores Data,Fundamental,151,0.4019,1.0,4.0,1.1,2022-10-01,fundamental21__fc151,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,fundamental22,Environmental and Social Governance Data,Fundamental,1,0.6866,0.9507,5.0,1.1,2022-07-01,fundamental22__fc1,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,fundamental23,Fundamental Point in Time Data,Fundamental,2332,0.6641,1.0,1.0,1.1,2025-11-01,fundamental23__fc2332,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,fundamental25,Company Operating Metrics,Fundamental,8,0.2596,1.0,4.0,1.1,2022-07-01,fundamental25__fc8,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,fundamental28,Global Fundamental Data,Fundamental,1605,0.5,1.0,1.0,1.1,2022-05-01,fundamental28__fc1605,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,fundamental31,Additional Factor Model,Fundamental,366,0.8714,1.0,2.0,1.1,2026-04-01,fundamental31__fc366,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,fundamental45,Systematic mining of earnings calls data,Fundamental,12,0.623,0.9507,3.0,1.1,2022-10-01,fundamental45__fc12,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,fundamental6,Company Fundamental Data for Equity,Fundamental,279,0.5,1.0,1.0,1.1,2022-05-01,fundamental6__fc279,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,fundamental72,Comprehensive Fundamental Data,Fundamental,876,0.4976,1.0,2.0,1.1,2026-03-01,fundamental72__fc876,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,global_seasonal_model,Global Seasonal Regime Return Signals,Model,449,0.9886,1.0,6.0,1.4,2026-03-01,global_seasonal_model__fc449,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,imbalance5,Oil Price Resilience Scores,Imbalance,2,0.5545,0.9507,1.0,1.0,2023-11-01,imbalance5__fc2,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,insider_agg_matrix,Smart Insider Transaction Aggregates,Insiders,34,0.6116,0.9507,4.0,1.2,2026-03-01,insider_agg_matrix__fc34,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,insider_feats,Global Insider Transaction Features,Other,118,0.5447,0.9507,6.0,1.6,2026-03-01,insider_feats__fc118,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,insider_matrix,Aggregated Insider Transaction Matrix,Other,33,0.6107,0.9507,6.0,1.6,2026-03-01,insider_matrix__fc33,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,insider_trx_matrix,Global Insider Transaction Aggregates,Other,33,0.6109,0.9507,6.0,1.6,2026-03-01,insider_trx_matrix__fc33,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,insiders1,Global Insider Trading Data,Insiders,9,0.5512,0.9507,2.0,1.2,2025-10-01,insiders1__fc9,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,insiders12,UK Insider Transaction Data,Insiders,8,0.2008,1.0,2.0,1.2,2026-03-01,insiders12__fc8,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,institutions6,Institutions and Beneficial Stake Ownership,Institutions,11,0.9915,1.0,4.0,1.2,2026-03-01,institutions6__fc11,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,intraday_pv_feats,Daily Intraday Price Volume Features,Price Volume,585,0.9548,0.9507,5.0,1.1,2026-03-01,intraday_pv_feats__fc585,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,investor_activity,Nordic Baltic Investor Activity Trends,Price Volume,47,0.1644,0.5999,5.0,1.1,2026-03-01,investor_activity__fc47,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,london_sentiment,London Stock Sentiment Signals,Model,7,0.1634,0.8368,6.0,1.4,2026-03-01,london_sentiment__fc7,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,ml_factor_proj,Machine Learning Factor Projections,Other,333,1.0,0.9507,6.0,1.6,2026-03-01,ml_factor_proj__fc333,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,model106,Analysts rating model,Model,14,0.7367,0.9507,3.0,1.4,2022-10-01,model106__fc14,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,model135,Alternative technical factor models,Model,137,0.5525,1.0,3.0,1.4,2025-10-01,model135__fc137,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,model138,Stock Selection from Accounting-based Factors,Model,120,0.5537,0.9507,2.0,1.4,2022-12-01,model138__fc120,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,model140,Sensitivity to the Inflation Change,Model,3,0.5077,0.9507,4.0,1.4,2022-10-01,model140__fc3,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,model141,Interest Rate Sensitivity Measures,Model,10,0.157,0.9507,5.0,1.4,2025-10-01,model141__fc10,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,model144,Stock Selection DL model,Model,2,0.5511,0.9507,2.0,1.4,2025-10-01,model144__fc2,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,model16,Fundamental Scores,Model,24,0.635,0.9507,3.0,1.4,2025-11-01,model16__fc24,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,model211,Analyst estimate prediction data,Analyst,70,0.6986,,3.0,1.4,2022-10-01,model211__fc70,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,model219,Canadian Equity Quantitative Models,Model,1675,0.9203,1.0,4.0,1.4,2026-04-01,model219__fc1675,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,model239,Short Selling Model,Model,30,0.9712,1.0,4.0,1.4,2026-03-01,model239__fc30,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,model243,Combined Alpha Model,Model,4,0.7494,1.0,2.0,1.4,2025-10-01,model243__fc4,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,model25,Earnings Quality,Model,417,0.5954,1.0,2.0,1.4,2026-04-01,model25__fc417,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,model253,Event based sentiment and behavioral factors model,Model,2,0.3514,0.9507,5.0,1.4,2024-12-01,model253__fc2,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,model26,Analyst Revisions,Model,671,0.7478,1.0,1.0,1.4,2025-11-01,model26__fc671,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,model262,DNN prediction of fundamentals,Model,565,0.5948,1.0,3.0,1.4,2025-11-01,model262__fc565,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,model28,Structural Credit Risk Model,Model,83,0.8708,1.0,3.0,1.4,2026-03-01,model28__fc83,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,model30,EPS Estimate Model,Model,77,0.713,1.0,2.0,1.4,2025-11-01,model30__fc77,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,model307,Global Sales Allocation Model Data,Model,15,0.625,1.0,4.0,1.4,2026-03-01,model307__fc15,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,model31,Earnings Quality Model,Model,74,0.6672,1.0,2.0,1.4,2025-11-01,model31__fc74,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,model313,Intangible Asset Factors,Model,8,0.6624,1.0,3.0,1.4,2025-07-01,model313__fc8,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,model32,Price Momentum Model,Model,12,0.956,0.9507,3.0,1.4,2025-11-01,model32__fc12,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,model354,Comprehensive Factor Analytics Data,Model,236,1.0,1.0,5.0,1.4,2025-07-01,model354__fc236,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,model36,SmartRatios Model,Model,43,0.8509,1.0,3.0,1.4,2025-11-01,model36__fc43,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,model37,Text Mining Data,Model,87,0.6978,1.0,2.0,1.4,2025-11-01,model37__fc87,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,model38,Growth Valuation Model,Model,145,0.7774,1.0,1.0,1.4,2025-11-01,model38__fc145,OFFICIAL_DATASET_FIELDCOUNT_GROUP
EUR_D1_TOP2500,EUR,1,TOP2500,model39,Valuation Momentum Data,Model,24,0.8044,0.9507,1.0,1.4,2025-10-01,model39__fc24,OFFICIAL_DATASET_FIELDCOUNT_GROUP
