scope_key,dataset_id,dataset_name,category,field_count,coverage,date_coverage,value_score,pyramid_multiplier,last_field_added,alpha_count,alpha_density,resource_count,forum_count,paper_count,dataset_page_url,scraped_at
ASI_D1_TOP500,search_interest,Rapid Search Interest Signals,Other,9,0.3122,1.0,7.0,1.5,2026-03-01,0,0.000000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/search_interest,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,news_sentiment_transfer,Transferred News Sentiment Analytics,Sentiment,23,0.9592,0.9507,5.0,1.4,2026-03-01,6,0.260870,0,0,0,https://platform.worldquantbrain.com/data/data-sets/news_sentiment_transfer,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,sentiment27,Website Popularity Rankings,Sentiment,31,0.2328,1.0,2.0,1.4,2026-03-01,148,4.774194,0,0,0,https://platform.worldquantbrain.com/data/data-sets/sentiment27,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,sentiment7,Webpage Views  Data,Sentiment,4,0.4154,1.0,6.0,1.4,2026-03-01,0,0.000000,1,0,1,https://platform.worldquantbrain.com/data/data-sets/sentiment7,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,ai_factor_transfer,AI Enhanced Equity Factor Transfer,Model,20,1.0,0.9507,5.0,1.3,2026-03-01,1,0.050000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/ai_factor_transfer,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,analyst_earnings_ibes,Global Analyst Earnings Forecasts,Model,28,1.0,0.9507,5.0,1.3,2026-03-01,1,0.035714,1,1,0,https://platform.worldquantbrain.com/data/data-sets/analyst_earnings_ibes,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,analyst_revision_horizons,Multi Horizon Analyst Revision Signals,Model,1026,0.7075,1.0,7.0,1.3,2026-03-01,4,0.003899,1,1,0,https://platform.worldquantbrain.com/data/data-sets/analyst_revision_horizons,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,behavioral_signals,Behavioral Finance Signal Factors,Model,7,0.8754,0.9507,7.0,1.3,2026-03-01,1,0.142857,1,1,0,https://platform.worldquantbrain.com/data/data-sets/behavioral_signals,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,chart_cnn_alpha,Deep Learning Chart-Based Alpha,Model,1010,0.953,1.0,6.0,1.3,2026-03-01,5,0.004950,1,1,0,https://platform.worldquantbrain.com/data/data-sets/chart_cnn_alpha,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,event_stock_model,Corporate Event Driven Stock Model,Model,3,0.8444,0.9507,5.0,1.3,2026-03-01,1,0.333333,1,1,0,https://platform.worldquantbrain.com/data/data-sets/event_stock_model,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,model28,Structural Credit Risk Model,Model,125,0.6018,1.0,2.0,1.3,2026-03-01,3,0.024000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/model28,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,model29,EBITDA Estimate Model,Model,76,0.4053,1.0,2.0,1.3,2026-03-01,56,0.736842,1,1,0,https://platform.worldquantbrain.com/data/data-sets/model29,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,model307,Global Sales Allocation Model Data,Model,15,0.5306,1.0,6.0,1.3,2026-03-01,0,0.000000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/model307,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,model53,Creditworthiness Risk Measure Model,Model,52,0.9255,1.0,2.0,1.3,2026-03-01,29,0.557692,1,1,0,https://platform.worldquantbrain.com/data/data-sets/model53,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,multi_horizon_alpha,Multi Horizon Alpha Decomposition,Model,108,0.3566,0.9507,8.0,1.3,2026-03-01,0,0.000000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/multi_horizon_alpha,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,multi_source_model,Multi-Source Market Return Prediction,Model,60,0.9508,0.626,6.0,1.3,2026-03-01,1,0.016667,1,1,0,https://platform.worldquantbrain.com/data/data-sets/multi_source_model,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,multifactor_return_pred,Multi Factor Market Return Predictions,Model,648,0.9471,0.626,6.0,1.3,2026-03-01,4,0.006173,1,1,0,https://platform.worldquantbrain.com/data/data-sets/multifactor_return_pred,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,news18,Ravenpack News Data,News,64,0.4074,1.0,1.0,1.3,2026-03-01,10,0.156250,12,1,11,https://platform.worldquantbrain.com/data/data-sets/news18,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,news29,Significant Developments Data,News,12,0.6362,1.0,3.0,1.3,2026-03-01,0,0.000000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/news29,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,predictive_starmine,Predictive Analyst-Company Signal Set,Model,645,0.9179,1.0,6.0,1.3,2026-03-01,3,0.004651,1,1,0,https://platform.worldquantbrain.com/data/data-sets/predictive_starmine,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,price_signal_dl,Deep Learning Price Signal Dataset,Model,28,0.9129,0.9507,5.0,1.3,2026-03-01,0,0.000000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/price_signal_dl,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,quant_factor_lib,Multi-Domain Quantitative Factor Library,Model,32,0.742,0.3672,7.0,1.3,2026-03-01,0,0.000000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/quant_factor_lib,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,fund_holdings_panel,Global Institutional Fund Holdings,Institutions,30,0.8502,0.8992,5.0,1.2,2026-03-01,0,0.000000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/fund_holdings_panel,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,fundamental109,Japanese Corporate Governance Data,Fundamental,44,0.2263,0.609,4.0,1.1,2026-03-01,0,0.000000,0,0,0,https://platform.worldquantbrain.com/data/data-sets/fundamental109,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,continuation_score,Price Chart Continuation Pattern Similarity,Price Volume,560,1.0,1.0,5.0,1.0,2026-03-01,2,0.003571,0,0,0,https://platform.worldquantbrain.com/data/data-sets/continuation_score,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,intraday_pv_feats,Daily Intraday Price Volume Features,Price Volume,582,0.9704,0.9507,5.0,1.0,2026-03-01,2,0.003436,0,0,0,https://platform.worldquantbrain.com/data/data-sets/intraday_pv_feats,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,pattern_scores,Chart Pattern Similarity Scores,Price Volume,504,1.0,1.0,6.0,1.0,2026-03-01,0,0.000000,0,0,0,https://platform.worldquantbrain.com/data/data-sets/pattern_scores,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,pv3,Global Daily Pricing Data,Price Volume,1,0.4295,1.0,5.0,1.0,2026-03-01,2,2.000000,0,0,0,https://platform.worldquantbrain.com/data/data-sets/pv3,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,risk60,Securities Lending Insight Data,Risk,5,0.9389,0.9507,1.0,1.0,2026-03-01,150,30.000000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/risk60,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,risk70,Multi-Factor Model,Risk,79,0.9015,1.0,1.0,1.0,2026-03-01,134,1.696203,1,1,0,https://platform.worldquantbrain.com/data/data-sets/risk70,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,risk72,Specific return of extended factors,Risk,8,0.453,1.0,1.0,1.0,2026-03-01,46,5.750000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/risk72,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,univ1,Universe Dataset,Price Volume,3,1.0,1.0,4.0,1.0,2026-03-01,0,0.000000,0,0,0,https://platform.worldquantbrain.com/data/data-sets/univ1,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,analyst10,Performance-Weighted Analyst Estimates,Analyst,669,0.5154,1.0,3.0,1.5,2026-04-01,14,0.020927,1,1,0,https://platform.worldquantbrain.com/data/data-sets/analyst10,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,event_relation,Text-Based Event Relationship Analysis,Other,6,0.3535,0.9507,7.0,1.5,2026-04-01,0,0.000000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/event_relation,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,mmp_nlp_sentiment,Multilingual NLP News Sentiment Signals,Other,521,0.7742,1.0,7.0,1.5,2026-04-01,0,0.000000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/mmp_nlp_sentiment,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,global_seasonal_model,Global Seasonal Regime Return Signals,Model,681,0.9991,1.0,6.0,1.3,2026-04-01,11,0.016153,1,1,0,https://platform.worldquantbrain.com/data/data-sets/global_seasonal_model,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,model219,Canadian Equity Quantitative Models,Model,1012,0.478,1.0,4.0,1.3,2026-04-01,0,0.000000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/model219,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,model25,Earnings Quality,Model,611,0.7663,1.0,2.0,1.3,2026-04-01,157,0.256956,2,1,1,https://platform.worldquantbrain.com/data/data-sets/model25,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,socialmedia32,socialmedia discussion,Social Media,12,0.3284,0.9507,5.0,1.2,2026-04-01,0,0.000000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/socialmedia32,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,fundamental31,Additional Factor Model,Fundamental,98,0.4453,1.0,4.0,1.1,2026-04-01,0,0.000000,0,0,0,https://platform.worldquantbrain.com/data/data-sets/fundamental31,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,pv1,Price Volume Data for Equity,Price Volume,24,1.0,1.0,1.0,1.0,2026-04-01,962,40.083333,19,1,18,https://platform.worldquantbrain.com/data/data-sets/pv1,2026-07-17T14:13:02+00:00
IND_D1_TOP500,analyst45,Analyst Trade Ideas,Analyst,241,0.8588,0.9507,3.0,1.5,2025-10-01,954,3.958506,1,1,0,https://platform.worldquantbrain.com/data/data-sets/analyst45,2026-07-17T14:13:02+00:00
IND_D1_TOP500,analyst46,Analyst Investment insight Data,Analyst,6,0.585,0.9507,2.0,1.5,2025-10-01,3605,600.833333,2,1,1,https://platform.worldquantbrain.com/data/data-sets/analyst46,2026-07-17T14:13:02+00:00
IND_D1_TOP500,analyst48,Dividend estimation data,Analyst,72,0.3675,0.9507,2.0,1.5,2025-10-01,826,11.472222,1,1,0,https://platform.worldquantbrain.com/data/data-sets/analyst48,2026-07-17T14:13:02+00:00
IND_D1_TOP500,analyst81,Creditworthiness model,Analyst,5,0.265,1.0,3.0,1.5,2025-10-01,371,74.200000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/analyst81,2026-07-17T14:13:02+00:00
IND_D1_TOP500,analyst83,Smart Conference call transcript data,Analyst,384,0.287,0.9507,4.0,1.5,2025-10-01,378,0.984375,1,1,0,https://platform.worldquantbrain.com/data/data-sets/analyst83,2026-07-17T14:13:02+00:00
IND_D1_TOP500,other128,Global Executive Performance Factors,Other,14,0.742,0.9507,4.0,1.5,2025-10-01,443,31.642857,1,1,0,https://platform.worldquantbrain.com/data/data-sets/other128,2026-07-17T14:13:02+00:00
IND_D1_TOP500,other315,Equity Swap Data,Other,32,0.7256,0.9507,4.0,1.5,2025-10-01,344,10.750000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/other315,2026-07-17T14:13:02+00:00
IND_D1_TOP500,other323,Global Equity Premarket Data,Other,11,0.9996,0.9507,3.0,1.5,2025-10-01,1011,91.909091,1,1,0,https://platform.worldquantbrain.com/data/data-sets/other323,2026-07-17T14:13:02+00:00
IND_D1_TOP500,other327,Sensitivity to Interest Rates Model,Other,3,0.7583,0.9507,3.0,1.5,2025-10-01,278,92.666667,1,1,0,https://platform.worldquantbrain.com/data/data-sets/other327,2026-07-17T14:13:02+00:00
IND_D1_TOP500,other335,Multi-Region Dividend Alpha Model Dataset,Other,10,0.6364,0.9507,1.0,1.5,2025-10-01,16229,1622.900000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/other335,2026-07-17T14:13:02+00:00
IND_D1_TOP500,other424,Dividend prediction model,Other,3,0.6592,0.9507,3.0,1.5,2025-10-01,746,248.666667,1,1,0,https://platform.worldquantbrain.com/data/data-sets/other424,2026-07-17T14:13:02+00:00
IND_D1_TOP500,other436,Dividend model,Other,3,0.6363,0.9507,3.0,1.5,2025-10-01,241,80.333333,1,1,0,https://platform.worldquantbrain.com/data/data-sets/other436,2026-07-17T14:13:02+00:00
IND_D1_TOP500,other571,Wikipedia Viewing Data,Other,30,0.4399,0.9507,3.0,1.5,2025-10-01,769,25.633333,1,1,0,https://platform.worldquantbrain.com/data/data-sets/other571,2026-07-17T14:13:02+00:00
IND_D1_TOP500,other635,Thomson Reuters News Analytics Equities,Other,6,0.627,0.9507,3.0,1.5,2025-10-01,147,24.500000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/other635,2026-07-17T14:13:02+00:00
IND_D1_TOP500,news23,MnA Deals Data,News,93,0.4594,0.9507,2.0,1.4,2025-10-01,1656,17.806452,1,1,0,https://platform.worldquantbrain.com/data/data-sets/news23,2026-07-17T14:13:02+00:00
IND_D1_TOP500,news3,Dow Jones News Analytics Data,News,19,0.6461,0.9507,2.0,1.4,2025-10-01,880,46.315789,4,1,3,https://platform.worldquantbrain.com/data/data-sets/news3,2026-07-17T14:13:02+00:00
IND_D1_TOP500,news48,Global Media News Data,News,22,0.6908,0.9507,2.0,1.4,2025-10-01,1229,55.863636,1,1,0,https://platform.worldquantbrain.com/data/data-sets/news48,2026-07-17T14:13:02+00:00
IND_D1_TOP500,news54,Key Developments Data,News,40,0.9073,1.0,1.0,1.4,2025-10-01,2711,67.775000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/news54,2026-07-17T14:13:02+00:00
IND_D1_TOP500,news73,Story by Story Sentiment,News,22,0.665,0.9507,2.0,1.4,2025-10-01,757,34.409091,1,1,0,https://platform.worldquantbrain.com/data/data-sets/news73,2026-07-17T14:13:02+00:00
IND_D1_TOP500,news76,Textual News Feed Data,News,6,0.9909,0.8217,2.0,1.4,2025-10-01,184,30.666667,1,1,0,https://platform.worldquantbrain.com/data/data-sets/news76,2026-07-17T14:13:02+00:00
IND_D1_TOP500,news84,Headline Sentiment Analysis using DNN,News,23,0.6974,0.9507,2.0,1.4,2025-10-01,572,24.869565,1,1,0,https://platform.worldquantbrain.com/data/data-sets/news84,2026-07-17T14:13:02+00:00
IND_D1_TOP500,news85,News Sentiment Analysis using DNN,News,23,0.876,0.9507,1.0,1.4,2025-10-01,3930,170.869565,1,1,0,https://platform.worldquantbrain.com/data/data-sets/news85,2026-07-17T14:13:02+00:00
IND_D1_TOP500,fundamental1,Management and Executive Data,Fundamental,118,0.5626,0.9507,4.0,1.3,2025-10-01,318,2.694915,0,0,0,https://platform.worldquantbrain.com/data/data-sets/fundamental1,2026-07-17T14:13:02+00:00
IND_D1_TOP500,fundamental22,Environmental and Social Governance Data,Fundamental,2,0.395,0.9507,4.0,1.3,2025-10-01,44,22.000000,0,0,0,https://platform.worldquantbrain.com/data/data-sets/fundamental22,2026-07-17T14:13:02+00:00
IND_D1_TOP500,fundamental25,Company Operating Metrics,Fundamental,6,0.2984,0.9507,3.0,1.3,2025-10-01,140,23.333333,0,0,0,https://platform.worldquantbrain.com/data/data-sets/fundamental25,2026-07-17T14:13:02+00:00
IND_D1_TOP500,fundamental4,Hong Kong Fundamental Data,Fundamental,1,0.3737,0.9507,3.0,1.3,2025-10-01,55,55.000000,0,0,0,https://platform.worldquantbrain.com/data/data-sets/fundamental4,2026-07-17T14:13:02+00:00
IND_D1_TOP500,fundamental44,Accounting Quality Models,Fundamental,12,0.7842,0.9507,2.0,1.3,2025-10-01,3288,274.000000,0,0,0,https://platform.worldquantbrain.com/data/data-sets/fundamental44,2026-07-17T14:13:02+00:00
IND_D1_TOP500,fundamental86,Stock Reports Plus,Fundamental,7,0.8001,1.0,1.0,1.3,2025-10-01,4913,701.857143,1,0,1,https://platform.worldquantbrain.com/data/data-sets/fundamental86,2026-07-17T14:13:02+00:00
IND_D1_TOP500,fundamental89,Accrual based Earnings Model,Fundamental,195,0.4524,0.9507,2.0,1.3,2025-10-01,3138,16.092308,0,0,0,https://platform.worldquantbrain.com/data/data-sets/fundamental89,2026-07-17T14:13:02+00:00
IND_D1_TOP500,fundamental93,Earnings Tax Data,Fundamental,32,0.5362,0.9507,2.0,1.3,2025-10-01,851,26.593750,0,0,0,https://platform.worldquantbrain.com/data/data-sets/fundamental93,2026-07-17T14:13:02+00:00
IND_D1_TOP500,model106,Analysts rating model,Model,14,0.4953,0.9507,2.0,1.3,2025-10-01,2779,198.500000,4,1,3,https://platform.worldquantbrain.com/data/data-sets/model106,2026-07-17T14:13:02+00:00
IND_D1_TOP500,model110,Big data and machine learning based model,Model,8,0.7885,0.9507,1.0,1.3,2025-10-01,54313,6789.125000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/model110,2026-07-17T14:13:02+00:00
IND_D1_TOP500,model135,Alternative technical factor models,Model,137,0.7855,1.0,2.0,1.3,2025-10-01,4784,34.919708,1,1,0,https://platform.worldquantbrain.com/data/data-sets/model135,2026-07-17T14:13:02+00:00
IND_D1_TOP500,model138,Stock Selection from Accounting-based Factors,Model,120,0.8327,0.9507,2.0,1.3,2025-10-01,2677,22.308333,1,1,0,https://platform.worldquantbrain.com/data/data-sets/model138,2026-07-17T14:13:02+00:00
IND_D1_TOP500,model139,Inflation based stock selection model,Model,2,0.7873,0.9507,2.0,1.3,2025-10-01,1733,866.500000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/model139,2026-07-17T14:13:02+00:00
IND_D1_TOP500,model140,Sensitivity to the Inflation Change,Model,3,0.7463,0.9507,2.0,1.3,2025-10-01,426,142.000000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/model140,2026-07-17T14:13:02+00:00
IND_D1_TOP500,model141,Interest Rate Sensitivity Measures,Model,2,0.1954,0.9507,4.0,1.3,2025-10-01,62,31.000000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/model141,2026-07-17T14:13:02+00:00
IND_D1_TOP500,model144,Stock Selection DL model,Model,2,0.8301,0.9507,2.0,1.3,2025-10-01,372,186.000000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/model144,2026-07-17T14:13:02+00:00
IND_D1_TOP500,model170,Asia Technical and Fundamental ranking model,Model,11,0.7427,0.9252,5.0,1.3,2025-10-01,118,10.727273,1,1,0,https://platform.worldquantbrain.com/data/data-sets/model170,2026-07-17T14:13:02+00:00
IND_D1_TOP500,model192,CDS Factor Data,Model,101,1.0,0.9507,3.0,1.3,2025-10-01,1492,14.772277,1,1,0,https://platform.worldquantbrain.com/data/data-sets/model192,2026-07-17T14:13:02+00:00
IND_D1_TOP500,model207,Asian Insider Transaction Data,Model,3,0.6713,0.9507,4.0,1.3,2025-10-01,71,23.666667,1,1,0,https://platform.worldquantbrain.com/data/data-sets/model207,2026-07-17T14:13:02+00:00
IND_D1_TOP500,model243,Combined Alpha Model,Model,4,0.9338,1.0,1.0,1.3,2025-10-01,6609,1652.250000,2,1,1,https://platform.worldquantbrain.com/data/data-sets/model243,2026-07-17T14:13:02+00:00
IND_D1_TOP500,model244,Insider Transaction Analytics,Model,30,0.4702,0.9507,3.0,1.3,2025-10-01,604,20.133333,1,1,0,https://platform.worldquantbrain.com/data/data-sets/model244,2026-07-17T14:13:02+00:00
IND_D1_TOP500,model250,Nonlinear adaptive model,Model,20,0.7876,0.9507,1.0,1.3,2025-10-01,33997,1699.850000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/model250,2026-07-17T14:13:02+00:00
IND_D1_TOP500,model252,Systematic Hedging for Investors to Evade Large Drawdowns,Model,5,0.7854,1.0,2.0,1.3,2025-10-01,851,170.200000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/model252,2026-07-17T14:13:02+00:00
IND_D1_TOP500,model253,Event based sentiment and behavioral factors model,Model,2,0.4882,0.9507,3.0,1.3,2025-10-01,233,116.500000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/model253,2026-07-17T14:13:02+00:00
IND_D1_TOP500,model39,Valuation Momentum Data,Model,14,0.9734,0.9507,1.0,1.3,2025-10-01,89718,6408.428571,2,1,1,https://platform.worldquantbrain.com/data/data-sets/model39,2026-07-17T14:13:02+00:00
IND_D1_TOP500,model50,International Scorings Data,Model,58,0.619,1.0,3.0,1.3,2025-10-01,1033,17.810345,2,1,1,https://platform.worldquantbrain.com/data/data-sets/model50,2026-07-17T14:13:02+00:00
IND_D1_TOP500,earnings11,Earnings Call Transcript Data,Earnings,35,0.4992,1.0,2.0,1.2,2025-10-01,1145,32.714286,1,1,0,https://platform.worldquantbrain.com/data/data-sets/earnings11,2026-07-17T14:13:02+00:00
IND_D1_TOP500,option1,Options Volatility Surfaces Data,Option,28,0.4045,0.9507,2.0,1.2,2025-10-01,2439,87.107143,4,0,4,https://platform.worldquantbrain.com/data/data-sets/option1,2026-07-17T14:13:02+00:00
IND_D1_TOP500,insiders1,Global Insider Trading Data,Insiders,9,0.3877,0.9507,2.0,1.1,2025-10-01,1498,166.444444,1,1,0,https://platform.worldquantbrain.com/data/data-sets/insiders1,2026-07-17T14:13:02+00:00
IND_D1_TOP500,insiders5,Corporate Insider Trading Activities Dataset,Insiders,1,0.9991,0.247,2.0,1.1,2025-10-01,422,422.000000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/insiders5,2026-07-17T14:13:02+00:00
IND_D1_TOP500,pv103,Interval and MOO&MOC statistics,Price Volume,7,1.0,0.9507,1.0,1.1,2025-10-01,4610,658.571429,0,0,0,https://platform.worldquantbrain.com/data/data-sets/pv103,2026-07-17T14:13:02+00:00
IND_D1_TOP500,pv109,Bond Yield Data,Price Volume,25,0.3393,1.0,4.0,1.1,2025-10-01,106,4.240000,0,0,0,https://platform.worldquantbrain.com/data/data-sets/pv109,2026-07-17T14:13:02+00:00
IND_D1_TOP500,pv14,Futures Market Data,Price Volume,2,0.9487,0.9507,2.0,1.1,2025-10-01,383,191.500000,0,0,0,https://platform.worldquantbrain.com/data/data-sets/pv14,2026-07-17T14:13:02+00:00
IND_D1_TOP500,pv149,Holidays and Trading Hours Calendar,Price Volume,1,1.0,0.9507,2.0,1.1,2025-10-01,224,224.000000,0,0,0,https://platform.worldquantbrain.com/data/data-sets/pv149,2026-07-17T14:13:02+00:00
IND_D1_TOP500,pv29,Derived Industry Classification,Price Volume,30,0.7099,0.9507,1.0,1.1,2025-10-01,2916,97.200000,0,0,0,https://platform.worldquantbrain.com/data/data-sets/pv29,2026-07-17T14:13:02+00:00
IND_D1_TOP500,pv70,Relation Dataset,Price Volume,33,1.0,0.9507,6.0,1.1,2025-10-01,7,0.212121,0,0,0,https://platform.worldquantbrain.com/data/data-sets/pv70,2026-07-17T14:13:02+00:00
IND_D1_TOP500,imbalance5,Oil Price Resilience Scores,Imbalance,2,0.7876,0.9507,1.0,1.0,2025-10-01,14291,7145.500000,0,0,0,https://platform.worldquantbrain.com/data/data-sets/imbalance5,2026-07-17T14:13:02+00:00
IND_D1_TOP500,institutions6,Institutions and Beneficial Stake Ownership,Institutions,11,0.992,0.9507,1.0,1.0,2025-10-01,8313,755.727273,3,1,2,https://platform.worldquantbrain.com/data/data-sets/institutions6,2026-07-17T14:13:02+00:00
IND_D1_TOP500,macro63,Index Reconstitution Data,Macro,1,0.9968,0.9507,2.0,1.0,2025-10-01,1560,1560.000000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/macro63,2026-07-17T14:13:02+00:00
IND_D1_TOP500,risk68,Forecast Data,Risk,5,0.9786,0.9507,1.0,1.0,2025-10-01,5737,1147.400000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/risk68,2026-07-17T14:13:02+00:00
IND_D1_TOP500,risk71,Daily Specific Return Profiling Dataset,Risk,4,0.7046,1.0,1.0,1.0,2025-10-01,9207,2301.750000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/risk71,2026-07-17T14:13:02+00:00
IND_D1_TOP500,risk88,Other Multi-Factor Risk Models,Risk,1,1.0,1.0,1.0,1.0,2025-10-01,1586,1586.000000,2,1,1,https://platform.worldquantbrain.com/data/data-sets/risk88,2026-07-17T14:13:02+00:00
IND_D1_TOP500,shortinterest5,Daily Price Limit Data,Short Interest,3,1.0,0.9507,3.0,1.0,2025-10-01,1851,617.000000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/shortinterest5,2026-07-17T14:13:02+00:00
IND_D1_TOP500,analyst11,ESG scores,Analyst,210,0.552,0.9507,3.0,1.5,2025-11-01,1745,8.309524,3,1,2,https://platform.worldquantbrain.com/data/data-sets/analyst11,2026-07-17T14:13:02+00:00
IND_D1_TOP500,analyst39,Analyst estimates & financial ratios,Analyst,35,0.8445,0.9507,2.0,1.5,2025-11-01,11690,334.000000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/analyst39,2026-07-17T14:13:02+00:00
IND_D1_TOP500,analyst44,Integrated Broker Estimates,Analyst,546,0.8343,1.0,2.0,1.5,2025-11-01,22950,42.032967,2,1,1,https://platform.worldquantbrain.com/data/data-sets/analyst44,2026-07-17T14:13:02+00:00
IND_D1_TOP500,analyst9,Analyst Estimate Daily Data,Analyst,46,0.7158,0.9507,2.0,1.5,2025-11-01,1834,39.869565,6,1,5,https://platform.worldquantbrain.com/data/data-sets/analyst9,2026-07-17T14:13:02+00:00
IND_D1_TOP500,other296,Corporate Earnings Call Sentiment Data,Other,19,0.3488,0.9507,5.0,1.5,2025-11-01,191,10.052632,1,1,0,https://platform.worldquantbrain.com/data/data-sets/other296,2026-07-17T14:13:02+00:00
IND_D1_TOP500,other384,NLP on conference conversation,Other,33,0.2974,0.9507,6.0,1.5,2025-11-01,71,2.151515,1,1,0,https://platform.worldquantbrain.com/data/data-sets/other384,2026-07-17T14:13:02+00:00
IND_D1_TOP500,other532,Specific Returns,Other,8,0.9855,0.9507,2.0,1.5,2025-11-01,3541,442.625000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/other532,2026-07-17T14:13:02+00:00
IND_D1_TOP500,other545,Linked Firms Momentum Data,Other,4,0.8158,0.9507,3.0,1.5,2025-11-01,464,116.000000,3,1,2,https://platform.worldquantbrain.com/data/data-sets/other545,2026-07-17T14:13:02+00:00
IND_D1_TOP500,other567,Employee Review Data,Other,37,0.6338,0.9507,5.0,1.5,2025-11-01,307,8.297297,1,1,0,https://platform.worldquantbrain.com/data/data-sets/other567,2026-07-17T14:13:02+00:00
IND_D1_TOP500,other696,Hybrid NLP Model,Other,220,0.4138,0.9507,5.0,1.5,2025-11-01,252,1.145455,1,1,0,https://platform.worldquantbrain.com/data/data-sets/other696,2026-07-17T14:13:02+00:00
IND_D1_TOP500,news104,Archive News Data,News,11,0.7348,0.9507,2.0,1.4,2025-11-01,967,87.909091,2,1,1,https://platform.worldquantbrain.com/data/data-sets/news104,2026-07-17T14:13:02+00:00
IND_D1_TOP500,news20,Web Sources News Sentiment Data,News,15,0.876,0.9507,2.0,1.4,2025-11-01,560,37.333333,2,1,1,https://platform.worldquantbrain.com/data/data-sets/news20,2026-07-17T14:13:02+00:00
IND_D1_TOP500,news31,News Analytics on Equities,News,25,0.9681,0.9507,1.0,1.4,2025-11-01,1898,75.920000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/news31,2026-07-17T14:13:02+00:00
