scope_key,dataset_id,dataset_name,resource_urls,economic_logic,field_keywords,field_pairings,operator_skeletons,windows,direction,success_experience,failure_experience,crowding_reminders,evidence_resource_count,evidence_status,scraped_at
IND_D1_TOP500,risk88,Other Multi-Factor Risk Models,https://support.worldquantbrain.com/hc/en-us/community/posts/25402187622807-Research-Paper-79-Forecasting-Default-with-the-Kmv-Merton-Model;https://support.worldquantbrain.com/hc/en-us/community/posts/27157459347991-Getting-started-with-Risk-Datasets,"Research Paper 79 - Forecasting Default with the Kmv-Merton Model: # Research Paper 79 - Forecasting Default with the Kmv-Merton Model Source: https://support.worldquantbrain.com/hc/en-us/community/posts/25402187622807-Research-Paper-79-Forecasting-Default-with-the-Kmv-Merton-Model Abstract: We examine the accuracy and contribution of the default forecasting model based on Merton's (1974) bond pricing model and developed by the KMV corporation. | Comparing the KMV-Merton model to a similar but much simpler alternative, we find that it performs slightly worse as a predictor in hazard models and in out of sample forecasts. | Moreover, several other forecasting variables are also important predictors, and fitted hazard model values outperform KMV-Merton default probabilities out of sample. | Implied default probabilities from credit default swaps and corporate bond yield spreads are only weakly correlated with KMV-Merton default probabilities after adjusting for agency ratings, bond characteristics, and our alternative predictor.",risk | value | returns | price | volume | industry | news | return | earnings | growth | quality | beta,,,,"This approach helps you maintain diversity in your Alpha pool and avoid over-reliance on a few specific factors. - To leverage factor loadings and enhance returns, consider the following strategy: During periods of healthy earnings growth, go long on stocks with high loadings on the earnings quality factor. | This approach may potentially lead to higher returns by focusing on stocks that benefit from strong earnings quality. | To leverage factor loadings and enhance returns, consider the following strategy: During periods of healthy earnings growth, go long on stocks with high loadings on the earnings quality factor.",They provide valuable information for controlling risk exposure in your Alphas.,"Implied default probabilities from credit default swaps and corporate bond yield spreads are only weakly correlated with KMV-Merton default probabilities after adjusting for agency ratings, bond characteristics, and our alternative predictor. | This approach helps you maintain diversity in your Alpha pool and avoid over-reliance on a few specific factors. - To leverage factor loadings and enhance returns, consider the following strategy: During periods of healthy earnings growth, go long on stocks with high loadings on the earnings quality factor.",,2,EVIDENCE_EXTRACTED,2026-07-17T14:13:02+00:00
IND_D1_TOP500,shortinterest5,Daily Price Limit Data,https://support.worldquantbrain.com/hc/en-us/community/posts/25195878621975-Getting-started-with-Short-Interest-Datasets,Short Interest: Refers to the aggregate number of a specific stock's shares that have been sold short by investors but haven't yet been covered or closed out. | This quantity can be denoted as either a number or a percentage. - Assessing Price Movement: Information on short selling and short interest of stocks can help assess price movement. | You can use ts_co_skewness or ts_corr to check how fields from short interest datasets move together with close or returns. | Assessing Price Movement: Information on short selling and short interest of stocks can help assess price movement.,short interest | price | returns | volume | news | earnings,You can use ts_co_skewness or ts_corr to check how fields from short interest datasets move together with close or returns. | You can use ts_co_skewness or ts_corr to check how fields from short interest datasets move together with close or returns. - Normalization for Large Cap Stocks: Many large-cap stocks have large values for fields like short sale volume.,ts_co_skewness | ts_corr | group_rank,,Short Interest: Refers to the aggregate number of a specific stock's shares that have been sold short by investors but haven't yet been covered or closed out. | This quantity can be denoted as either a number or a percentage. - Assessing Price Movement: Information on short selling and short interest of stocks can help assess price movement. | You can use ts_co_skewness or ts_corr to check how fields from short interest datasets move together with close or returns.,,,,1,EVIDENCE_EXTRACTED,2026-07-17T14:13:02+00:00
IND_D1_TOP500,analyst11,ESG scores,https://support.worldquantbrain.com/hc/en-us/community/posts/25238159368215-Getting-started-with-Analyst-Datasets;https://support.worldquantbrain.com/hc/en-us/community/posts/14603831291415-Research-Paper-ESG-Preference-Institutional-Trading-and-Stock-Return-Patterns;https://support.worldquantbrain.com/hc/en-us/community/posts/15238206484631-Research-Paper-Corporate-ESG-Profiles-and-Investor-Horizons,"For this purpose, you can use the ts_delta operator. - General guidance for using the group operators on model data fields includes trying the following: group_rank, group_neutralize, group_normalize, and group_zscore. - Since some analyst datasets indirectly seeks to predict returns, you can assess their potential predictive power by taking the correlation of data fields with returns/close prices. - Analyst datasets can be large and serve as signals that seeks to predict potential returns. | Example Alpha Ideas: - Check differences between estimates of long-term versus short-term horizons, and set reversal or momentum signals based on which time horizon is higher. | The same idea can apply to comparisons between estimates and actuals. - Assign Alphas based directly on the estimates, or delta(estimates), or correlation(estimates, returns on the same horizon). - Assign Alphas in the event of high dispersion among estimates or estimates of different time horizons. | Consistent with this difference in focus, we find that SR institutions react less to quantitative mispricing signals.",analyst | sentiment | returns | momentum | estimate | return | value | earnings,"Example Alpha Ideas: - Check differences between estimates of long-term versus short-term horizons, and set reversal or momentum signals based on which time horizon is higher. | The same idea can apply to comparisons between estimates and actuals. - Assign Alphas based directly on the estimates, or delta(estimates), or correlation(estimates, returns on the same horizon). - Assign Alphas in the event of high dispersion among estimates or estimates of different time horizons. | The link between SR ownership and the efficacy of mispricing signals only emerges in recent years with the rise of ESG investing, and is significant only when there are arbitrage-related funding constraints.",ts_rank | zscore | rank | ts_delta | group_rank | group_neutralize | group_normalize | group_zscore,,"Example Alpha Ideas: - Check differences between estimates of long-term versus short-term horizons, and set reversal or momentum signals based on which time horizon is higher. | Our evidence suggests that the increased focus on ESG may have influenced stock return patterns. | Long-term investor patience around poor earnings announcements suggests that investors evaluate short and long-term information differently.",,"Long-term investor patience around poor earnings announcements suggests that investors evaluate short and long-term information differently. | In addition, our evidence shows that limits-to-arbitrage plays a role as we find investors' ESG tilting weakens following regulatory shocks that shorten their horizon.","For this purpose, you can use the ts_delta operator. - General guidance for using the group operators on model data fields includes trying the following: group_rank, group_neutralize, group_normalize, and group_zscore. - Since some analyst datasets indirectly seeks to predict returns, you can assess their potential predictive power by taking the correlation of data fields with returns/close prices. - Analyst datasets can be large and serve as signals that seeks to predict potential returns. | The same idea can apply to comparisons between estimates and actuals. - Assign Alphas based directly on the estimates, or delta(estimates), or correlation(estimates, returns on the same horizon). - Assign Alphas in the event of high dispersion among estimates or estimates of different time horizons.",3,EVIDENCE_EXTRACTED,2026-07-17T14:13:02+00:00
IND_D1_TOP500,analyst39,Analyst estimates & financial ratios,https://support.worldquantbrain.com/hc/en-us/community/posts/25238159368215-Getting-started-with-Analyst-Datasets,"For this purpose, you can use the ts_delta operator. - General guidance for using the group operators on model data fields includes trying the following: group_rank, group_neutralize, group_normalize, and group_zscore. - Since some analyst datasets indirectly seeks to predict returns, you can assess their potential predictive power by taking the correlation of data fields with returns/close prices. - Analyst datasets can be large and serve as signals that seeks to predict potential returns. | Example Alpha Ideas: - Check differences between estimates of long-term versus short-term horizons, and set reversal or momentum signals based on which time horizon is higher. | The same idea can apply to comparisons between estimates and actuals. - Assign Alphas based directly on the estimates, or delta(estimates), or correlation(estimates, returns on the same horizon). - Assign Alphas in the event of high dispersion among estimates or estimates of different time horizons.",analyst | sentiment | returns | momentum | estimate,"Example Alpha Ideas: - Check differences between estimates of long-term versus short-term horizons, and set reversal or momentum signals based on which time horizon is higher. | The same idea can apply to comparisons between estimates and actuals. - Assign Alphas based directly on the estimates, or delta(estimates), or correlation(estimates, returns on the same horizon). - Assign Alphas in the event of high dispersion among estimates or estimates of different time horizons.",ts_rank | zscore | rank | ts_delta | group_rank | group_neutralize | group_normalize | group_zscore,,"Example Alpha Ideas: - Check differences between estimates of long-term versus short-term horizons, and set reversal or momentum signals based on which time horizon is higher.",,,"For this purpose, you can use the ts_delta operator. - General guidance for using the group operators on model data fields includes trying the following: group_rank, group_neutralize, group_normalize, and group_zscore. - Since some analyst datasets indirectly seeks to predict returns, you can assess their potential predictive power by taking the correlation of data fields with returns/close prices. - Analyst datasets can be large and serve as signals that seeks to predict potential returns. | The same idea can apply to comparisons between estimates and actuals. - Assign Alphas based directly on the estimates, or delta(estimates), or correlation(estimates, returns on the same horizon). - Assign Alphas in the event of high dispersion among estimates or estimates of different time horizons.",1,EVIDENCE_EXTRACTED,2026-07-17T14:13:02+00:00
IND_D1_TOP500,analyst44,Integrated Broker Estimates,https://support.worldquantbrain.com/hc/en-us/community/posts/25238159368215-Getting-started-with-Analyst-Datasets;https://support.worldquantbrain.com/hc/en-us/community/posts/14760799705879-Research-Paper-Non-GAAP-Earnings-and-the-Earnings-Quality-Trade-off,"For this purpose, you can use the ts_delta operator. - General guidance for using the group operators on model data fields includes trying the following: group_rank, group_neutralize, group_normalize, and group_zscore. - Since some analyst datasets indirectly seeks to predict returns, you can assess their potential predictive power by taking the correlation of data fields with returns/close prices. - Analyst datasets can be large and serve as signals that seeks to predict potential returns. | Example Alpha Ideas: - Check differences between estimates of long-term versus short-term horizons, and set reversal or momentum signals based on which time horizon is higher. | The same idea can apply to comparisons between estimates and actuals. - Assign Alphas based directly on the estimates, or delta(estimates), or correlation(estimates, returns on the same horizon). - Assign Alphas in the event of high dispersion among estimates or estimates of different time horizons. | We find that, on average, non-GAAP earnings are more persistent, smoother, more value-relevant, and have higher predictive power than their closest GAAP equivalent.",analyst | sentiment | returns | momentum | estimate | earnings | quality | value,"Example Alpha Ideas: - Check differences between estimates of long-term versus short-term horizons, and set reversal or momentum signals based on which time horizon is higher. | The same idea can apply to comparisons between estimates and actuals. - Assign Alphas based directly on the estimates, or delta(estimates), or correlation(estimates, returns on the same horizon). - Assign Alphas in the event of high dispersion among estimates or estimates of different time horizons. | The results are consistent with non-GAAP earnings measures reflecting a reversal of the trade-off between the valuation and stewardship roles of accounting inherent in accounting standards and the way they are applied.",ts_rank | zscore | rank | ts_delta | group_rank | group_neutralize | group_normalize | group_zscore,,"Example Alpha Ideas: - Check differences between estimates of long-term versus short-term horizons, and set reversal or momentum signals based on which time horizon is higher. | We find that, on average, non-GAAP earnings are more persistent, smoother, more value-relevant, and have higher predictive power than their closest GAAP equivalent. | We also find that differences in several of these attributes between GAAP and non-GAAP earnings are more evident in larger firms, firms with lower market-to-book ratios, firms with a higher proportion of independent directors and firms that report profits rather than losses.",,,"For this purpose, you can use the ts_delta operator. - General guidance for using the group operators on model data fields includes trying the following: group_rank, group_neutralize, group_normalize, and group_zscore. - Since some analyst datasets indirectly seeks to predict returns, you can assess their potential predictive power by taking the correlation of data fields with returns/close prices. - Analyst datasets can be large and serve as signals that seeks to predict potential returns. | The same idea can apply to comparisons between estimates and actuals. - Assign Alphas based directly on the estimates, or delta(estimates), or correlation(estimates, returns on the same horizon). - Assign Alphas in the event of high dispersion among estimates or estimates of different time horizons.",2,EVIDENCE_EXTRACTED,2026-07-17T14:13:02+00:00
IND_D1_TOP500,analyst9,Analyst Estimate Daily Data,https://support.worldquantbrain.com/hc/en-us/community/posts/24095793501207-Research-Paper-78-Price-Momentum-and-Trading-Volume;https://support.worldquantbrain.com/hc/en-us/community/posts/25238159368215-Getting-started-with-Analyst-Datasets;https://support.worldquantbrain.com/hc/en-us/community/posts/13220855355159-Research-Paper-Currency-and-Stock-Returns-An-Example-of-Market-Inattention;https://support.worldquantbrain.com/hc/en-us/community/posts/15238206571287-Research-Paper-Using-Abnormal-Analyst-Coverage-to-Unlock-New-Evidence-on-Stock-Price-Crash-Risk;https://support.worldquantbrain.com/hc/en-us/community/posts/15238228822167-Research-Paper-Rational-Inattention-and-Analyst-Forecast-Accuracy;https://support.worldquantbrain.com/hc/en-us/community/posts/15769972228375-Research-Paper-Rational-Inattention-and-Analyst-Forecast-Accuracy,"Research Paper 78: Price Momentum and Trading Volume: # Research Paper 78: Price Momentum and Trading Volume Source: https://support.worldquantbrain.com/hc/en-us/community/posts/24095793501207-Research-Paper-78-Price-Momentum-and-Trading-Volume Abstract: This study shows that past trading volume provides an important link between “momentum” and “value” strategies. | Specifically, we find that firms with high (low) past turnover ratios exhibit many glamour (value) characteristics, earn lower (higher) future returns, and have consistently more negative (positive) earnings surprises over the next eight quarters. | Past trading volume also predicts both the magnitude and persistence of price momentum. | Specifically, price momentum effects reverse over the next five years, and high (low) volume winners (losers) experience faster reversals.",price | momentum | volume | value | returns | earnings | analyst | sentiment | estimate | sales | forecast | risk,"Research Paper 78: Price Momentum and Trading Volume: # Research Paper 78: Price Momentum and Trading Volume Source: https://support.worldquantbrain.com/hc/en-us/community/posts/24095793501207-Research-Paper-78-Price-Momentum-and-Trading-Volume Abstract: This study shows that past trading volume provides an important link between “momentum” and “value” strategies. | Example Alpha Ideas: - Check differences between estimates of long-term versus short-term horizons, and set reversal or momentum signals based on which time horizon is higher. | The same idea can apply to comparisons between estimates and actuals. - Assign Alphas based directly on the estimates, or delta(estimates), or correlation(estimates, returns on the same horizon). - Assign Alphas in the event of high dispersion among estimates or estimates of different time horizons.",ts_rank | zscore | rank | ts_delta | group_rank | group_neutralize | group_normalize | group_zscore,,"Specifically, we find that firms with high (low) past turnover ratios exhibit many glamour (value) characteristics, earn lower (higher) future returns, and have consistently more negative (positive) earnings surprises over the next eight quarters. | Collectively, our findings show that past volume helps to reconcile intermediate-horizon “underreaction” and long-horizon “overreaction” effects. | Example Alpha Ideas: - Check differences between estimates of long-term versus short-term horizons, and set reversal or momentum signals based on which time horizon is higher.",,"Using company-level data on geographic sales, we document that analysts fail to fully integrate currency shocks into their firm-level forecasts: their forecast errors can therefore be predicted by past currency movements.","Specifically, we find that firms with high (low) past turnover ratios exhibit many glamour (value) characteristics, earn lower (higher) future returns, and have consistently more negative (positive) earnings surprises over the next eight quarters. | For this purpose, you can use the ts_delta operator. - General guidance for using the group operators on model data fields includes trying the following: group_rank, group_neutralize, group_normalize, and group_zscore. - Since some analyst datasets indirectly seeks to predict returns, you can assess their potential predictive power by taking the correlation of data fields with returns/close prices. - Analyst datasets can be large and serve as signals that seeks to predict potential returns. | The same idea can apply to comparisons between estimates and actuals. - Assign Alphas based directly on the estimates, or delta(estimates), or correlation(estimates, returns on the same horizon). - Assign Alphas in the event of high dispersion among estimates or estimates of different time horizons.",6,EVIDENCE_EXTRACTED,2026-07-17T14:13:02+00:00
IND_D1_TOP500,other296,Corporate Earnings Call Sentiment Data,https://support.worldquantbrain.com/hc/en-us/community/posts/27493637356439-Getting-started-with-Other-Datasets,"Monitoring equity flow helps investors understand market sentiment, track trends, and identify potential buying or selling opportunities based on fund movements in the market. | Example Alpha ideas: - Positive sentiment in earnings calls often indicates strong future performance, while negative sentiment can signal potential downturns. | Use oth384_presentation_negnum and oth384_presentation_posnum to capture sentiment information in conference call conversations. - Institutional investors have the resources and insights to detect emerging opportunities and risks. | Institutional investors have the resources and insights to detect emerging opportunities and risks.",news | earnings | sentiment | volume,,,,"Example Alpha ideas: - Positive sentiment in earnings calls often indicates strong future performance, while negative sentiment can signal potential downturns. | Positive sentiment in earnings calls often indicates strong future performance, while negative sentiment can signal potential downturns.",,,,1,EVIDENCE_EXTRACTED,2026-07-17T14:13:02+00:00
IND_D1_TOP500,other384,NLP on conference conversation,https://support.worldquantbrain.com/hc/en-us/community/posts/27493637356439-Getting-started-with-Other-Datasets,"Monitoring equity flow helps investors understand market sentiment, track trends, and identify potential buying or selling opportunities based on fund movements in the market. | Example Alpha ideas: - Positive sentiment in earnings calls often indicates strong future performance, while negative sentiment can signal potential downturns. | Use oth384_presentation_negnum and oth384_presentation_posnum to capture sentiment information in conference call conversations. - Institutional investors have the resources and insights to detect emerging opportunities and risks. | Institutional investors have the resources and insights to detect emerging opportunities and risks.",news | earnings | sentiment | volume,,,,"Example Alpha ideas: - Positive sentiment in earnings calls often indicates strong future performance, while negative sentiment can signal potential downturns. | Positive sentiment in earnings calls often indicates strong future performance, while negative sentiment can signal potential downturns.",,,,1,EVIDENCE_EXTRACTED,2026-07-17T14:13:02+00:00
IND_D1_TOP500,other532,Specific Returns,https://support.worldquantbrain.com/hc/en-us/community/posts/27493637356439-Getting-started-with-Other-Datasets,"Monitoring equity flow helps investors understand market sentiment, track trends, and identify potential buying or selling opportunities based on fund movements in the market. | Example Alpha ideas: - Positive sentiment in earnings calls often indicates strong future performance, while negative sentiment can signal potential downturns. | Use oth384_presentation_negnum and oth384_presentation_posnum to capture sentiment information in conference call conversations. - Institutional investors have the resources and insights to detect emerging opportunities and risks. | Institutional investors have the resources and insights to detect emerging opportunities and risks.",news | earnings | sentiment | volume,,,,"Example Alpha ideas: - Positive sentiment in earnings calls often indicates strong future performance, while negative sentiment can signal potential downturns. | Positive sentiment in earnings calls often indicates strong future performance, while negative sentiment can signal potential downturns.",,,,1,EVIDENCE_EXTRACTED,2026-07-17T14:13:02+00:00
IND_D1_TOP500,other545,Linked Firms Momentum Data,https://support.worldquantbrain.com/hc/en-us/community/posts/17611091334295-Research-Paper-61-Anomalies-in-the-China-A-share-Market;https://support.worldquantbrain.com/hc/en-us/community/posts/17611143426327-Research-Paper-66-A-Reexamination-of-Factor-Momentum-How-Strong-is-It;https://support.worldquantbrain.com/hc/en-us/community/posts/27493637356439-Getting-started-with-Other-Datasets,"Evidence for anomalies in the size, quality, and past return categories is substantially weaker, with the exception of a strong residual momentum and reversal effect. | We are the first to examine the existence of residual reversal, return seasonalities, and connected firm momentum for the China A-share market. | Source: https://support.worldquantbrain.com/hc/en-us/community/posts/17611143426327-Research-Paper-66-A-Reexamination-of-Factor-Momentum-How-Strong-is-It Abstract: Recent studies show that most financial market anomalies exhibit a momentum effect. | Based on two datasets, i) an original 22-factor sample and ii) a more comprehensive 187-factor sample, we find that factor momentum effect is weak at the individual factor level.",value | risk | quality | return | momentum | industry | price | earnings | news | sentiment | volume,,,,"Specific characteristics of the China A-share market, such as short-sale restrictions, the prevalence of state-owned enterprises, and the effect of stock market reforms, are examined in more detail. | The factor momentum strategies do not outperform the corresponding long-only strategies in either sample. | Example Alpha ideas: - Positive sentiment in earnings calls often indicates strong future performance, while negative sentiment can signal potential downturns.",,"Evidence for anomalies in the size, quality, and past return categories is substantially weaker, with the exception of a strong residual momentum and reversal effect. | Based on two datasets, i) an original 22-factor sample and ii) a more comprehensive 187-factor sample, we find that factor momentum effect is weak at the individual factor level.",,3,EVIDENCE_EXTRACTED,2026-07-17T14:13:02+00:00
IND_D1_TOP500,other567,Employee Review Data,https://support.worldquantbrain.com/hc/en-us/community/posts/27493637356439-Getting-started-with-Other-Datasets,"Monitoring equity flow helps investors understand market sentiment, track trends, and identify potential buying or selling opportunities based on fund movements in the market. | Example Alpha ideas: - Positive sentiment in earnings calls often indicates strong future performance, while negative sentiment can signal potential downturns. | Use oth384_presentation_negnum and oth384_presentation_posnum to capture sentiment information in conference call conversations. - Institutional investors have the resources and insights to detect emerging opportunities and risks. | Institutional investors have the resources and insights to detect emerging opportunities and risks.",news | earnings | sentiment | volume,,,,"Example Alpha ideas: - Positive sentiment in earnings calls often indicates strong future performance, while negative sentiment can signal potential downturns. | Positive sentiment in earnings calls often indicates strong future performance, while negative sentiment can signal potential downturns.",,,,1,EVIDENCE_EXTRACTED,2026-07-17T14:13:02+00:00
IND_D1_TOP500,other696,Hybrid NLP Model,https://support.worldquantbrain.com/hc/en-us/community/posts/27493637356439-Getting-started-with-Other-Datasets,"Monitoring equity flow helps investors understand market sentiment, track trends, and identify potential buying or selling opportunities based on fund movements in the market. | Example Alpha ideas: - Positive sentiment in earnings calls often indicates strong future performance, while negative sentiment can signal potential downturns. | Use oth384_presentation_negnum and oth384_presentation_posnum to capture sentiment information in conference call conversations. - Institutional investors have the resources and insights to detect emerging opportunities and risks. | Institutional investors have the resources and insights to detect emerging opportunities and risks.",news | earnings | sentiment | volume,,,,"Example Alpha ideas: - Positive sentiment in earnings calls often indicates strong future performance, while negative sentiment can signal potential downturns. | Positive sentiment in earnings calls often indicates strong future performance, while negative sentiment can signal potential downturns.",,,,1,EVIDENCE_EXTRACTED,2026-07-17T14:13:02+00:00
IND_D1_TOP500,news104,Archive News Data,https://support.worldquantbrain.com/hc/en-us/community/posts/18426096096407-Creating-D0-Alphas-with-Social-Media-Data;https://support.worldquantbrain.com/hc/en-us/community/posts/25238147879319-Getting-started-with-News-Datasets,"Creating D0 Alphas with Social Media Data: # Creating D0 Alphas with Social Media Data Source: https://support.worldquantbrain.com/hc/en-us/community/posts/18426096096407-Creating-D0-Alphas-with-Social-Media-Data Introduction In the rapidly evolving financial landscape, data from social media platforms has emerged as a unique and powerful resource for participants. | Social media platforms provide real-time sentiment data, enabling participants seeking to track market trends, anticipate price movements, and make informed decisions. | Late-Informed News Participation Late-Informed News Participation is a tactic that seeks to capitalize on the price movements of financial instruments (stocks, commodities, currencies, etc.) based on the late arrival of significant news or information near the market close. | The tactic is based on the intraday momentum model, positing that price movements tend to continue in the same direction within a single trading day.",sentiment | price | news | momentum | analyst | volume | risk | returns | value | earnings,,"vec_avg(...) | ts_arg_min(..., 120) | ts_arg_min | normalize | ts_arg_min(vec_avg(oth429_research_reports_fundamental_keywords_4_method_3_filtered_neg)",120 days,"The underlying assumption in this example would be that the lower the negativity score, the more positive the sentiment in the research reports, indicating a bullish outlook for the asset. | Positivity, negativity and neutrality/objectivity scores are provided along with other methods. - [Sentiment Data for Equity (socialmedia12):](https://platform.worldquantbrain.com/data/data-sets/socialmedia12) This dataset provides sentiment data with different sentiment and volume. | The underlying assumption is that the lower the negativity score, the more positive the sentiment in the research reports, which may be indicative of a bullish outlook for the asset.","An effective way to earn from Late-Informed News Participation involves developing a tactic idea that incorporates news sentiment data, social media sentiment data, and analyst ratings to identify potential opportunities. | Alpha Expression: log(ts_arg_min(vec_avg(oth429_research_reports_fundamental_keywords_4_method_3_filtered_neg), 120)) Performance: Fitness_1.91_Sharpe_1.44, with settings on 'region': 'EUR', 'universe': 'TOP1200', 'delay': 0, 'decay': 3, 'neutralization': 'SUBINDUSTRY', 'truncation': 0.1, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'ON' Improvement Hint: It's important to note that using this formula alone may not be sufficient to generate profitable tactic ideas. | Additional factors should be considered, such as technical indicators, fundamental analysis, and risk management, in order to develop a more comprehensive and robust tactic.",,"Alpha Expression: log(ts_arg_min(vec_avg(oth429_research_reports_fundamental_keywords_4_method_3_filtered_neg), 120)) Performance: Fitness_1.91_Sharpe_1.44, with settings on 'region': 'EUR', 'universe': 'TOP1200', 'delay': 0, 'decay': 3, 'neutralization': 'SUBINDUSTRY', 'truncation': 0.1, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'ON' Improvement Hint: It's important to note that using this formula alone may not be sufficient to generate profitable tactic ideas.",2,EVIDENCE_EXTRACTED,2026-07-17T14:13:02+00:00
IND_D1_TOP500,news20,Web Sources News Sentiment Data,https://support.worldquantbrain.com/hc/en-us/community/posts/18426096096407-Creating-D0-Alphas-with-Social-Media-Data;https://support.worldquantbrain.com/hc/en-us/community/posts/25238147879319-Getting-started-with-News-Datasets,"Creating D0 Alphas with Social Media Data: # Creating D0 Alphas with Social Media Data Source: https://support.worldquantbrain.com/hc/en-us/community/posts/18426096096407-Creating-D0-Alphas-with-Social-Media-Data Introduction In the rapidly evolving financial landscape, data from social media platforms has emerged as a unique and powerful resource for participants. | Social media platforms provide real-time sentiment data, enabling participants seeking to track market trends, anticipate price movements, and make informed decisions. | Late-Informed News Participation Late-Informed News Participation is a tactic that seeks to capitalize on the price movements of financial instruments (stocks, commodities, currencies, etc.) based on the late arrival of significant news or information near the market close. | The tactic is based on the intraday momentum model, positing that price movements tend to continue in the same direction within a single trading day.",sentiment | price | news | momentum | analyst | volume | risk | returns | value | earnings,,"vec_avg(...) | ts_arg_min(..., 120) | ts_arg_min | normalize | ts_arg_min(vec_avg(oth429_research_reports_fundamental_keywords_4_method_3_filtered_neg)",120 days,"The underlying assumption in this example would be that the lower the negativity score, the more positive the sentiment in the research reports, indicating a bullish outlook for the asset. | Positivity, negativity and neutrality/objectivity scores are provided along with other methods. - [Sentiment Data for Equity (socialmedia12):](https://platform.worldquantbrain.com/data/data-sets/socialmedia12) This dataset provides sentiment data with different sentiment and volume. | The underlying assumption is that the lower the negativity score, the more positive the sentiment in the research reports, which may be indicative of a bullish outlook for the asset.","An effective way to earn from Late-Informed News Participation involves developing a tactic idea that incorporates news sentiment data, social media sentiment data, and analyst ratings to identify potential opportunities. | Alpha Expression: log(ts_arg_min(vec_avg(oth429_research_reports_fundamental_keywords_4_method_3_filtered_neg), 120)) Performance: Fitness_1.91_Sharpe_1.44, with settings on 'region': 'EUR', 'universe': 'TOP1200', 'delay': 0, 'decay': 3, 'neutralization': 'SUBINDUSTRY', 'truncation': 0.1, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'ON' Improvement Hint: It's important to note that using this formula alone may not be sufficient to generate profitable tactic ideas. | Additional factors should be considered, such as technical indicators, fundamental analysis, and risk management, in order to develop a more comprehensive and robust tactic.",,"Alpha Expression: log(ts_arg_min(vec_avg(oth429_research_reports_fundamental_keywords_4_method_3_filtered_neg), 120)) Performance: Fitness_1.91_Sharpe_1.44, with settings on 'region': 'EUR', 'universe': 'TOP1200', 'delay': 0, 'decay': 3, 'neutralization': 'SUBINDUSTRY', 'truncation': 0.1, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'ON' Improvement Hint: It's important to note that using this formula alone may not be sufficient to generate profitable tactic ideas.",2,EVIDENCE_EXTRACTED,2026-07-17T14:13:02+00:00
IND_D1_TOP500,news31,News Analytics on Equities,https://support.worldquantbrain.com/hc/en-us/community/posts/25238147879319-Getting-started-with-News-Datasets,"When integrated with stock prices, news data can offer a deeper understanding of market behaviors and trends. - By carefully analyzing and utilizing news data, investors can gain valuable insights into market trends and make more informed decisions. | Examples of Alpha Ideas: - News (or event) datasets: These datasets contain data fields regarding the change in price or volume in response to a news event. | To filter this noise, we recommend employing operations such as winsorizing, truncating, or left/right tail filtering. - Signal regularization: Further regularization of signals tends to improve the performance of such an Alpha. | Associating these directions with closing prices or returns can help integrate the impact of news on stock prices.",news | earnings | price | volume | returns | sentiment,,,,,"When integrated with stock prices, news data can offer a deeper understanding of market behaviors and trends. - By carefully analyzing and utilizing news data, investors can gain valuable insights into market trends and make more informed decisions. | To filter this noise, we recommend employing operations such as winsorizing, truncating, or left/right tail filtering. - Signal regularization: Further regularization of signals tends to improve the performance of such an Alpha.",,,1,EVIDENCE_EXTRACTED,2026-07-17T14:13:02+00:00
IND_D1_TOP500,news36,News Analytics Data,https://support.worldquantbrain.com/hc/en-us/community/posts/25238147879319-Getting-started-with-News-Datasets,"When integrated with stock prices, news data can offer a deeper understanding of market behaviors and trends. - By carefully analyzing and utilizing news data, investors can gain valuable insights into market trends and make more informed decisions. | Examples of Alpha Ideas: - News (or event) datasets: These datasets contain data fields regarding the change in price or volume in response to a news event. | To filter this noise, we recommend employing operations such as winsorizing, truncating, or left/right tail filtering. - Signal regularization: Further regularization of signals tends to improve the performance of such an Alpha. | Associating these directions with closing prices or returns can help integrate the impact of news on stock prices.",news | earnings | price | volume | returns | sentiment,,,,,"When integrated with stock prices, news data can offer a deeper understanding of market behaviors and trends. - By carefully analyzing and utilizing news data, investors can gain valuable insights into market trends and make more informed decisions. | To filter this noise, we recommend employing operations such as winsorizing, truncating, or left/right tail filtering. - Signal regularization: Further regularization of signals tends to improve the performance of such an Alpha.",,,1,EVIDENCE_EXTRACTED,2026-07-17T14:13:02+00:00
